Feature,DemographicParityRatio,AverageOddsDifference,fs,iteration,participant_id,CMA_DemographicParityRatio,CMA_AverageOddsDifference
OCCUPATION_TYPE,0.2727272727272727,0.875,0.5,0,,,
WEEKDAY_APPR_PROCESS_START,0.8343434343434344,0.116869918699187,0.5,0,,,
ORGANIZATION_TYPE,0.0,1.0,0.5,0,,,
CNT_CHILDREN,0.8537349175647048,0.12927095366448466,0.5,0,60c442aafa8afba1988e2ba0,0.8537349175647048,0.12927095366448466
AMT_INCOME_TOTAL,0.8015986297459321,0.20238423449432627,0.5,0,60c442aafa8afba1988e2ba0,0.8015986297459321,0.20238423449432627
AMT_CREDIT,0.7983436574198761,0.21707610363807917,0.5,0,60c442aafa8afba1988e2ba0,0.7983436574198761,0.21707610363807917
AMT_ANNUITY,0.8124999999999999,0.14328611497395527,0.5,0,60c442aafa8afba1988e2ba0,0.8124999999999999,0.14328611497395527
AMT_GOODS_PRICE,0.7916565607567305,0.21719547555534818,0.5,0,60c442aafa8afba1988e2ba0,0.7916565607567305,0.21719547555534818
REGION_POPULATION_RELATIVE,0.8049747656813266,0.18940175552605534,0.5,0,60c442aafa8afba1988e2ba0,0.8049747656813266,0.18940175552605534
AGE,0.6494522691705791,0.27562550443906375,0.5,0,60c442aafa8afba1988e2ba0,0.6494522691705791,0.27562550443906375
YEARS_EMPLOYED,0.6414523449319214,0.42199518690117405,0.5,0,60c442aafa8afba1988e2ba0,0.6414523449319214,0.42199518690117405
YEARS_REGISTRATION,0.810611643330877,0.13350167344011477,0.5,0,60c442aafa8afba1988e2ba0,0.810611643330877,0.13350167344011477
YEARS_ID_PUBLISH,0.8665734413340017,0.08203074891529899,0.5,0,60c442aafa8afba1988e2ba0,0.8665734413340017,0.08203074891529899
FLAG_MOBIL,,,0.5,0,60c442aafa8afba1988e2ba0,,
FLAG_EMP_PHONE,0.826952712413208,0.17887731153513078,0.5,0,60c442aafa8afba1988e2ba0,0.826952712413208,0.17887731153513078
FLAG_WORK_PHONE,0.9128269212021306,0.04365074944783881,0.5,0,60c442aafa8afba1988e2ba0,0.9128269212021306,0.04365074944783881
FLAG_CONT_MOBILE,0.7231695085255767,0.345557354925776,0.5,0,60c442aafa8afba1988e2ba0,0.7231695085255767,0.345557354925776
FLAG_PHONE,0.8881276819995483,0.09359244787285351,0.5,0,60c442aafa8afba1988e2ba0,0.8881276819995483,0.09359244787285351
FLAG_EMAIL,0.9371122994652406,0.11135725976151509,0.5,0,60c442aafa8afba1988e2ba0,0.9371122994652406,0.11135725976151509
CNT_FAM_MEMBERS,0.8333936979355306,0.15423211169284465,0.5,0,60c442aafa8afba1988e2ba0,0.8333936979355306,0.15423211169284465
REGION_RATING_CLIENT,0.6589172813487882,0.29368673823759567,0.5,0,60c442aafa8afba1988e2ba0,0.6589172813487882,0.29368673823759567
REGION_RATING_CLIENT_W_CITY,0.6376728110599079,0.3021231888982008,0.5,0,60c442aafa8afba1988e2ba0,0.6376728110599079,0.3021231888982008
HOUR_APPR_PROCESS_START,0.8591424244006894,0.2241955101042657,0.5,0,60c442aafa8afba1988e2ba0,0.8591424244006894,0.2241955101042657
REG_REGION_NOT_LIVE_REGION,0.8328777821163608,0.07724910105351707,0.5,0,60c442aafa8afba1988e2ba0,0.8328777821163608,0.07724910105351707
REG_REGION_NOT_WORK_REGION,0.8767650834403082,0.06309875555225619,0.5,0,60c442aafa8afba1988e2ba0,0.8767650834403082,0.06309875555225619
LIVE_REGION_NOT_WORK_REGION,0.8676317242225358,0.07744154769294437,0.5,0,60c442aafa8afba1988e2ba0,0.8676317242225358,0.07744154769294437
REG_CITY_NOT_LIVE_CITY,0.6634900007219695,0.2327752227303479,0.5,0,60c442aafa8afba1988e2ba0,0.6634900007219695,0.2327752227303479
REG_CITY_NOT_WORK_CITY,0.7708934978559552,0.18027128732918635,0.5,0,60c442aafa8afba1988e2ba0,0.7708934978559552,0.18027128732918635
LIVE_CITY_NOT_WORK_CITY,0.8810787156063672,0.09125973043544774,0.5,0,60c442aafa8afba1988e2ba0,0.8810787156063672,0.09125973043544774
OBS_30_CNT_SOCIAL_CIRCLE,0.9263053648874774,0.11069691935971007,0.5,0,60c442aafa8afba1988e2ba0,0.9263053648874774,0.11069691935971007
DEF_30_CNT_SOCIAL_CIRCLE,0.7116776833490714,0.16625282184786233,0.5,0,60c442aafa8afba1988e2ba0,0.7116776833490714,0.16625282184786233
OBS_60_CNT_SOCIAL_CIRCLE,0.915897435897436,0.12683602467377844,0.5,0,60c442aafa8afba1988e2ba0,0.915897435897436,0.12683602467377844
DEF_60_CNT_SOCIAL_CIRCLE,0.7857142857142857,0.12705774915232962,0.5,0,60c442aafa8afba1988e2ba0,0.7857142857142857,0.12705774915232962
YEARS_LAST_PHONE_CHANGE,0.7325236167341431,0.2522584868852613,0.5,0,60c442aafa8afba1988e2ba0,0.7325236167341431,0.2522584868852613
AMT_REQ_CREDIT_BUREAU_HOUR,0.7591933570581257,0.31382008448540705,0.5,0,60c442aafa8afba1988e2ba0,0.7591933570581257,0.31382008448540705
AMT_REQ_CREDIT_BUREAU_DAY,0.7592371871275327,0.35013089005235604,0.5,0,60c442aafa8afba1988e2ba0,0.7592371871275327,0.35013089005235604
AMT_REQ_CREDIT_BUREAU_WEEK,0.0,0.7054232804232804,0.5,0,60c442aafa8afba1988e2ba0,0.0,0.7054232804232804
AMT_REQ_CREDIT_BUREAU_MON,0.8214285714285715,0.27078646621962654,0.5,0,60c442aafa8afba1988e2ba0,0.8214285714285715,0.27078646621962654
AMT_REQ_CREDIT_BUREAU_QRT,0.8833266586570552,0.11069347319347322,0.5,0,60c442aafa8afba1988e2ba0,0.8833266586570552,0.11069347319347322
AMT_REQ_CREDIT_BUREAU_YEAR,0.9421266688702701,0.04714424056066935,0.5,0,60c442aafa8afba1988e2ba0,0.9421266688702701,0.04714424056066935
NAME_CONTRACT_TYPE,0.8059266456157397,0.1360395781727098,0.5,0,60c442aafa8afba1988e2ba0,0.8059266456157397,0.1360395781727098
CODE_GENDER,0.8543512837991366,0.13431173768695165,0.5,0,60c442aafa8afba1988e2ba0,0.8543512837991366,0.13431173768695165
FLAG_OWN_CAR,0.8552886654960021,0.05839748569366632,0.5,0,60c442aafa8afba1988e2ba0,0.8552886654960021,0.05839748569366632
FLAG_OWN_REALTY,0.9793621013133207,0.009912446037484202,0.5,0,60c442aafa8afba1988e2ba0,0.9793621013133207,0.009912446037484202
NAME_TYPE_SUITE,0.6666666666666666,0.38541508574897554,0.5,0,60c442aafa8afba1988e2ba0,0.6666666666666666,0.38541508574897554
NAME_INCOME_TYPE,0.734039070173524,0.2535194415513564,0.5,0,60c442aafa8afba1988e2ba0,0.734039070173524,0.2535194415513564
NAME_EDUCATION_TYPE,0.6470588235294118,0.3278733278733279,0.5,0,60c442aafa8afba1988e2ba0,0.6470588235294118,0.3278733278733279
NAME_FAMILY_STATUS,0.7615894039735099,0.23178638091017736,0.5,0,60c442aafa8afba1988e2ba0,0.7615894039735099,0.23178638091017736
NAME_HOUSING_TYPE,0.5522875816993463,0.4761488511488512,0.5,0,60c442aafa8afba1988e2ba0,0.5522875816993463,0.4761488511488512
OCCUPATION_TYPE,0.3333333333333333,0.875,0.5,0,60c442aafa8afba1988e2ba0,0.3333333333333333,0.875
WEEKDAY_APPR_PROCESS_START,0.8752125850340137,0.16649061321192474,0.5,0,60c442aafa8afba1988e2ba0,0.8752125850340137,0.16649061321192474
ORGANIZATION_TYPE,0.0,1.0,0.5,0,60c442aafa8afba1988e2ba0,0.0,1.0
CNT_CHILDREN,0.949645390070922,0.14767680657168528,0.5,1,60c442aafa8afba1988e2ba0,0.9016901538178134,0.13847388011808498
AMT_INCOME_TOTAL,0.7816520844055584,0.22201585981244312,0.5,1,60c442aafa8afba1988e2ba0,0.7916253570757452,0.2122000471533847
AMT_CREDIT,0.7494095418044402,0.26434472208057114,0.5,1,60c442aafa8afba1988e2ba0,0.7738765996121582,0.24071041285932515
AMT_ANNUITY,0.7351190476190476,0.25848516275013556,0.5,1,60c442aafa8afba1988e2ba0,0.7738095238095237,0.2008856388620454
AMT_GOODS_PRICE,0.7821749251745925,0.22431765863294523,0.5,1,60c442aafa8afba1988e2ba0,0.7869157429656615,0.2207565670941467
REGION_POPULATION_RELATIVE,0.7660462130937099,0.2140712726289898,0.5,1,60c442aafa8afba1988e2ba0,0.7855104893875182,0.20173651407752258
AGE,0.7026455026455025,0.2550409117475161,0.5,1,60c442aafa8afba1988e2ba0,0.6760488859080408,0.2653332080932899
YEARS_EMPLOYED,0.6686838124054463,0.3917502586478341,0.5,1,60c442aafa8afba1988e2ba0,0.6550680786686838,0.40687272277450404
YEARS_REGISTRATION,0.8290254122000327,0.11492003072095314,0.5,1,60c442aafa8afba1988e2ba0,0.8198185277654548,0.12421085208053395
YEARS_ID_PUBLISH,0.843148856718341,0.13310276311125205,0.5,1,60c442aafa8afba1988e2ba0,0.8548611490261714,0.10756675601327552
FLAG_MOBIL,,,0.5,1,60c442aafa8afba1988e2ba0,,
FLAG_EMP_PHONE,0.8919532682152727,0.11759653166575695,0.5,1,60c442aafa8afba1988e2ba0,0.8594529903142403,0.14823692160044388
FLAG_WORK_PHONE,0.8936639118457299,0.09221689399804325,0.5,1,60c442aafa8afba1988e2ba0,0.9032454165239303,0.06793382172294103
FLAG_CONT_MOBILE,0.7301905717151455,0.33953306342780026,0.5,1,60c442aafa8afba1988e2ba0,0.726680040120361,0.3425452091767881
FLAG_PHONE,0.8720258181684316,0.059065511341149346,0.5,1,60c442aafa8afba1988e2ba0,0.8800767500839899,0.07632897960700143
FLAG_EMAIL,0.9077540106951871,0.10359714753331772,0.5,1,60c442aafa8afba1988e2ba0,0.9224331550802138,0.1074772036474164
CNT_FAM_MEMBERS,0.9426294820717132,0.15299514173859727,0.5,1,60c442aafa8afba1988e2ba0,0.8880115900036218,0.15361362671572096
REGION_RATING_CLIENT,0.6816385669125395,0.2329598911993282,0.5,1,60c442aafa8afba1988e2ba0,0.6702779241306639,0.26332331471846193
REGION_RATING_CLIENT_W_CITY,0.6612903225806451,0.24169101602905319,0.5,1,60c442aafa8afba1988e2ba0,0.6494815668202765,0.271907102463627
HOUR_APPR_PROCESS_START,0.8011735499887158,0.2523455462676128,0.5,1,60c442aafa8afba1988e2ba0,0.8301579871947027,0.23827052818593925
REG_REGION_NOT_LIVE_REGION,0.9124365482233502,0.036083953011904424,0.5,1,60c442aafa8afba1988e2ba0,0.8726571651698555,0.056666527032710745
REG_REGION_NOT_WORK_REGION,0.9092105263157894,0.08168902060911268,0.5,1,60c442aafa8afba1988e2ba0,0.8929878048780489,0.07239388808068443
LIVE_REGION_NOT_WORK_REGION,0.8764337851929094,0.11047256132606847,0.5,1,60c442aafa8afba1988e2ba0,0.8720327547077226,0.09395705450950642
REG_CITY_NOT_LIVE_CITY,0.7091049382716049,0.17157577503586005,0.5,1,60c442aafa8afba1988e2ba0,0.6862974694967872,0.202175498883104
REG_CITY_NOT_WORK_CITY,0.8030402306381864,0.14088831338687935,0.5,1,60c442aafa8afba1988e2ba0,0.7869668642470709,0.16057980035803285
LIVE_CITY_NOT_WORK_CITY,0.8798342541436464,0.08589435848021401,0.5,1,60c442aafa8afba1988e2ba0,0.8804564848750067,0.08857704445783088
OBS_30_CNT_SOCIAL_CIRCLE,0.9222661396574441,0.03586043597365507,0.5,1,60c442aafa8afba1988e2ba0,0.9242857522724608,0.07327867766668257
DEF_30_CNT_SOCIAL_CIRCLE,0.7046906654199782,0.17246088714495017,0.5,1,60c442aafa8afba1988e2ba0,0.7081841743845247,0.16935685449640625
OBS_60_CNT_SOCIAL_CIRCLE,0.9562380038387717,0.044603540466688935,0.5,1,60c442aafa8afba1988e2ba0,0.9360677198681038,0.08571978257023369
DEF_60_CNT_SOCIAL_CIRCLE,0.7602941176470589,0.1558898801720216,0.5,1,60c442aafa8afba1988e2ba0,0.7730042016806723,0.14147381466217562
YEARS_LAST_PHONE_CHANGE,0.7529755761953905,0.21887053535696352,0.5,1,60c442aafa8afba1988e2ba0,0.7427495964647668,0.23556451112111243
AMT_REQ_CREDIT_BUREAU_HOUR,0.767497034400949,0.3029353878648233,0.5,1,60c442aafa8afba1988e2ba0,0.7633451957295374,0.3083777361751152
AMT_REQ_CREDIT_BUREAU_DAY,0.6666666666666666,0.16034031413612565,0.5,1,60c442aafa8afba1988e2ba0,0.7129519268970996,0.25523560209424084
AMT_REQ_CREDIT_BUREAU_WEEK,0.6492890995260664,0.37789312670829256,0.5,1,60c442aafa8afba1988e2ba0,0.3246445497630332,0.5416582035657864
AMT_REQ_CREDIT_BUREAU_MON,0.8966861598440545,0.13741167351647557,0.5,1,60c442aafa8afba1988e2ba0,0.859057365636313,0.20409906986805104
AMT_REQ_CREDIT_BUREAU_QRT,0.9022566543453676,0.09769756387403444,0.5,1,60c442aafa8afba1988e2ba0,0.8927916565012114,0.10419551853375383
AMT_REQ_CREDIT_BUREAU_YEAR,0.9633725260093431,0.07090939824205544,0.5,1,60c442aafa8afba1988e2ba0,0.9527495974398066,0.059026819401362396
NAME_CONTRACT_TYPE,0.804829699044873,0.1333458943141243,0.5,1,60c442aafa8afba1988e2ba0,0.8053781723303064,0.13469273624341704
CODE_GENDER,0.8475869809203143,0.13520874406326203,0.5,1,60c442aafa8afba1988e2ba0,0.8509691323597255,0.13476024087510685
FLAG_OWN_CAR,0.8124474174550823,0.08314697026784745,0.5,1,60c442aafa8afba1988e2ba0,0.8338680414755422,0.07077222798075689
FLAG_OWN_REALTY,0.9669257735101356,0.034123271411783174,0.5,1,60c442aafa8afba1988e2ba0,0.9731439374117281,0.022017858724633688
NAME_TYPE_SUITE,0.7128712871287128,0.6085141903171953,0.5,1,60c442aafa8afba1988e2ba0,0.6897689768976898,0.49696463803308544
NAME_INCOME_TYPE,0.7527010804321729,0.256145332209162,0.5,1,60c442aafa8afba1988e2ba0,0.7433700753028485,0.2548323868802592
NAME_EDUCATION_TYPE,0.6,0.3800505050505051,0.5,1,60c442aafa8afba1988e2ba0,0.6235294117647059,0.3539619164619165
NAME_FAMILY_STATUS,0.778513612950699,0.18176563012991886,0.5,1,60c442aafa8afba1988e2ba0,0.7700515084621045,0.2067760055200481
NAME_HOUSING_TYPE,0.5098039215686274,0.5892857142857143,0.5,1,60c442aafa8afba1988e2ba0,0.5310457516339868,0.5327172827172828
OCCUPATION_TYPE,0.0,1.0,0.5,1,60c442aafa8afba1988e2ba0,0.16666666666666666,0.9375
WEEKDAY_APPR_PROCESS_START,0.8193261284170376,0.12432080115006938,0.5,1,60c442aafa8afba1988e2ba0,0.8472693567255256,0.14540570718099705
ORGANIZATION_TYPE,0.0,1.0,0.5,1,60c442aafa8afba1988e2ba0,0.0,1.0
CNT_CHILDREN,0.8453532283319517,0.12988704915928634,0.5,2,60c442aafa8afba1988e2ba0,0.8829111786558594,0.13561160313181875
AMT_INCOME_TOTAL,0.71568387570345,0.28013065056163855,0.5,2,60c442aafa8afba1988e2ba0,0.7663115299516469,0.23484358162280264
AMT_CREDIT,0.738425524536154,0.2467846940041076,0.5,2,60c442aafa8afba1988e2ba0,0.7620595745868234,0.2427351732409193
AMT_ANNUITY,0.7402777777777777,0.28278046595960804,0.5,2,60c442aafa8afba1988e2ba0,0.762632275132275,0.22818391456123296
AMT_GOODS_PRICE,0.7542087542087542,0.29267865892069717,0.5,2,60c442aafa8afba1988e2ba0,0.7760134133800257,0.24473059770299685
REGION_POPULATION_RELATIVE,0.8404527691685757,0.1301094975546828,0.5,2,60c442aafa8afba1988e2ba0,0.8038245826478708,0.17786084190324267
AGE,0.6367724867724868,0.3548007224018628,0.5,2,60c442aafa8afba1988e2ba0,0.662956752862856,0.2951557128628142
YEARS_EMPLOYED,0.6475037821482602,0.40494692096621837,0.5,2,60c442aafa8afba1988e2ba0,0.6525466464952093,0.40623078883840885
YEARS_REGISTRATION,0.8816187097621863,0.08160710016734396,0.5,2,60c442aafa8afba1988e2ba0,0.840418588431032,0.11000960144280396
YEARS_ID_PUBLISH,0.8642771108257997,0.12760791606228866,0.5,2,60c442aafa8afba1988e2ba0,0.8579998029593808,0.11424714269627989
FLAG_MOBIL,,,0.5,2,60c442aafa8afba1988e2ba0,,
FLAG_EMP_PHONE,0.8472779471816544,0.1702189787734982,0.5,2,60c442aafa8afba1988e2ba0,0.8553946426033784,0.15556427399146197
FLAG_WORK_PHONE,0.8885414996526108,0.08330279351181963,0.5,2,60c442aafa8afba1988e2ba0,0.898344110900157,0.0730568123192339
FLAG_CONT_MOBILE,0.7161484453360081,0.3461511470985155,0.5,2,60c442aafa8afba1988e2ba0,0.7231695085255767,0.34374718848403063
FLAG_PHONE,0.8814832553977238,0.07520090963132448,0.5,2,60c442aafa8afba1988e2ba0,0.8805455851885678,0.07595295628177577
FLAG_EMAIL,0.8709514680657856,0.09084054243628714,0.5,2,60c442aafa8afba1988e2ba0,0.9052725927420711,0.10193164991037333
CNT_FAM_MEMBERS,0.8239768199927563,0.16518324607329843,0.5,2,60c442aafa8afba1988e2ba0,0.8666666666666667,0.1574701665015801
REGION_RATING_CLIENT,0.7640410958904109,0.1699633459763028,0.5,2,60c442aafa8afba1988e2ba0,0.7015323147172463,0.23220332513774222
REGION_RATING_CLIENT_W_CITY,0.7347670250896057,0.1883293288287739,0.5,2,60c442aafa8afba1988e2ba0,0.6779100529100529,0.2440478445853426
HOUR_APPR_PROCESS_START,0.8460855486499191,0.08300465017793124,0.5,2,60c442aafa8afba1988e2ba0,0.8354671743464414,0.18651523551660323
REG_REGION_NOT_LIVE_REGION,0.8946700507614214,0.0509744334458021,0.5,2,60c442aafa8afba1988e2ba0,0.8799947937003774,0.0547691625037412
REG_REGION_NOT_WORK_REGION,0.9149797570850202,0.08478877049230213,0.5,2,60c442aafa8afba1988e2ba0,0.9003184556137059,0.07652551555122367
LIVE_REGION_NOT_WORK_REGION,0.8861503460043606,0.11117375910982369,0.5,2,60c442aafa8afba1988e2ba0,0.8767386184732686,0.09969595604294551
REG_CITY_NOT_LIVE_CITY,0.6703503109214581,0.2324816806559839,0.5,2,60c442aafa8afba1988e2ba0,0.6809817499716776,0.21227755947406393
REG_CITY_NOT_WORK_CITY,0.752400639193092,0.20187315482384693,0.5,2,60c442aafa8afba1988e2ba0,0.7754447892290779,0.17434425184663752
LIVE_CITY_NOT_WORK_CITY,0.8376603808045294,0.13454351324520142,0.5,2,60c442aafa8afba1988e2ba0,0.8661911168515143,0.10389920072028773
OBS_30_CNT_SOCIAL_CIRCLE,0.9650898203592814,0.03835953520164048,0.5,2,60c442aafa8afba1988e2ba0,0.937887108301401,0.06163896351166854
DEF_30_CNT_SOCIAL_CIRCLE,0.7188046415514227,0.148297930540097,0.5,2,60c442aafa8afba1988e2ba0,0.711724330106824,0.1623372131776365
OBS_60_CNT_SOCIAL_CIRCLE,0.974961079398028,0.0501924420221585,0.5,2,60c442aafa8afba1988e2ba0,0.9490321730447452,0.07387733572087529
DEF_60_CNT_SOCIAL_CIRCLE,0.7586206896551724,0.1194348341524305,0.5,2,60c442aafa8afba1988e2ba0,0.7682096976721723,0.13412748782559392
YEARS_LAST_PHONE_CHANGE,0.7126180836707152,0.2228426476729997,0.5,2,60c442aafa8afba1988e2ba0,0.7327057588667496,0.2313238899717415
AMT_REQ_CREDIT_BUREAU_HOUR,0.7591933570581257,0.3028033794162826,0.5,2,60c442aafa8afba1988e2ba0,0.7619612495057334,0.3065196172555043
AMT_REQ_CREDIT_BUREAU_DAY,0.6666666666666666,0.1681937172774869,0.5,2,60c442aafa8afba1988e2ba0,0.6975235068202886,0.2262216404886562
AMT_REQ_CREDIT_BUREAU_WEEK,0.0,0.7462962962962962,0.5,2,60c442aafa8afba1988e2ba0,0.21642969984202212,0.6098709011426231
AMT_REQ_CREDIT_BUREAU_MON,0.7825888192267503,0.29722222222222217,0.5,2,60c442aafa8afba1988e2ba0,0.8335678501664588,0.23514012065277476
AMT_REQ_CREDIT_BUREAU_QRT,0.8222222222222222,0.14198717948717948,0.5,2,60c442aafa8afba1988e2ba0,0.8692685117415483,0.11679273885156238
AMT_REQ_CREDIT_BUREAU_YEAR,0.9641222771371041,0.12213027844366586,0.5,2,60c442aafa8afba1988e2ba0,0.9565404906722391,0.08006130574879688
NAME_CONTRACT_TYPE,0.8070477009024495,0.09707329147571203,0.5,2,60c442aafa8afba1988e2ba0,0.805934681854354,0.12215292132084872
CODE_GENDER,0.8182846797918081,0.17130538779175877,0.5,2,60c442aafa8afba1988e2ba0,0.8400743148370863,0.1469419565139908
FLAG_OWN_CAR,0.8128286512861813,0.07971734996360885,0.5,2,60c442aafa8afba1988e2ba0,0.826854911412422,0.07375393530837421
FLAG_OWN_REALTY,0.955976813410622,0.04532636356296413,0.5,2,60c442aafa8afba1988e2ba0,0.9674215627446928,0.0297873603374105
NAME_TYPE_SUITE,0.6955445544554455,0.6428571428571428,0.5,2,60c442aafa8afba1988e2ba0,0.6916941694169417,0.5455954729744379
NAME_INCOME_TYPE,0.7755102040816326,0.22769429152407872,0.5,2,60c442aafa8afba1988e2ba0,0.7540834515624432,0.2457863550948657
NAME_EDUCATION_TYPE,0.5333333333333333,0.3607016107016108,0.5,2,60c442aafa8afba1988e2ba0,0.5934640522875817,0.3562084812084813
NAME_FAMILY_STATUS,0.7129596275873535,0.20775440116021426,0.5,2,60c442aafa8afba1988e2ba0,0.751020881503854,0.2071021374001035
NAME_HOUSING_TYPE,0.45098039215686275,0.6071428571428572,0.5,2,60c442aafa8afba1988e2ba0,0.5043572984749455,0.5575258075258076
OCCUPATION_TYPE,0.0,1.0,0.5,2,60c442aafa8afba1988e2ba0,0.1111111111111111,0.9583333333333334
WEEKDAY_APPR_PROCESS_START,0.8480153649167733,0.15719172426489506,0.5,2,60c442aafa8afba1988e2ba0,0.8475180261226082,0.1493343795422964
ORGANIZATION_TYPE,0.0,1.0,0.5,2,60c442aafa8afba1988e2ba0,0.0,1.0
CNT_CHILDREN,0.85612968591692,0.12655628289051468,0.5,3,60c442aafa8afba1988e2ba0,0.8762158054711247,0.13334777307149273
AMT_INCOME_TOTAL,0.7388059701492538,0.2314303143866573,0.5,3,60c442aafa8afba1988e2ba0,0.7594351400010486,0.2339902648137663
AMT_CREDIT,0.7769567597153804,0.2305622404533122,0.5,3,60c442aafa8afba1988e2ba0,0.7657838708689626,0.23969194004401753
AMT_ANNUITY,0.7554479418886199,0.2577932820908453,0.5,3,60c442aafa8afba1988e2ba0,0.7608361918213613,0.23558625644363604
AMT_GOODS_PRICE,0.7568081494057725,0.254461320703359,0.5,3,60c442aafa8afba1988e2ba0,0.7712120973864625,0.2471632784530874
REGION_POPULATION_RELATIVE,0.813538327018362,0.18851830546439305,0.5,3,60c442aafa8afba1988e2ba0,0.8062530187404936,0.18052520779353026
AGE,0.6617798353909465,0.3238525909726019,0.5,3,60c442aafa8afba1988e2ba0,0.6626625234948788,0.3023299323902611
YEARS_EMPLOYED,0.6565809379727685,0.40180941028293826,0.5,3,60c442aafa8afba1988e2ba0,0.653555219364599,0.4051254441995412
YEARS_REGISTRATION,0.8140610545790935,0.1204054737757525,0.5,3,60c442aafa8afba1988e2ba0,0.8338292049680474,0.11260856952604109
YEARS_ID_PUBLISH,0.8746277349075458,0.11920559002247003,0.5,3,60c442aafa8afba1988e2ba0,0.8621567859464221,0.11548675452782743
FLAG_MOBIL,,,0.5,3,60c442aafa8afba1988e2ba0,,
FLAG_EMP_PHONE,0.8448415208377258,0.16595864640161626,0.5,3,60c442aafa8afba1988e2ba0,0.8527563621619652,0.15816286709400054
FLAG_WORK_PHONE,0.9980776313543717,0.020069830059971983,0.5,3,60c442aafa8afba1988e2ba0,0.9232774910137107,0.05981006675441842
