Feature,DemographicParityRatio,AverageOddsDifference,fs,iteration,participant_id
CNT_CHILDREN,0.9048632218844984,0.10499294057245542,0.5,415,
AMT_INCOME_TOTAL,0.7937584803256447,0.19400428006212675,0.5,415,
AMT_CREDIT,0.7573696145124716,0.2560062171908116,0.5,415,
AMT_ANNUITY,0.7597402597402598,0.22478021071487495,0.5,415,
AMT_GOODS_PRICE,0.7606112054329371,0.2603268252153602,0.5,415,
REGION_POPULATION_RELATIVE,0.7542982806877249,0.239422983574396,0.5,415,
AGE,0.6384615384615385,0.27587092432212246,0.5,415,
YEARS_EMPLOYED,0.6338880484114977,0.42407561513202285,0.5,415,
YEARS_REGISTRATION,0.8527131782945736,0.13670411985018724,0.5,415,
YEARS_ID_PUBLISH,0.8442453960382247,0.07968734560415375,0.5,415,
FLAG_MOBIL,,,0.5,415,
FLAG_EMP_PHONE,0.8911445639187574,0.11668248164840705,0.5,415,
FLAG_WORK_PHONE,0.8924101125140985,0.0574125437907623,0.5,415,
FLAG_CONT_MOBILE,0.6960882647943831,0.3717031039136302,0.5,415,
FLAG_PHONE,0.9046456058825859,0.044168197874055265,0.5,415,
FLAG_EMAIL,0.9193495580050202,0.10326163198503621,0.5,415,
CNT_FAM_MEMBERS,0.8990489130434782,0.12250453720508164,0.5,415,
REGION_RATING_CLIENT,0.7089041095890412,0.23283981882466925,0.5,415,
REGION_RATING_CLIENT_W_CITY,0.6612903225806452,0.2620978957620784,0.5,415,
HOUR_APPR_PROCESS_START,0.8530805687203792,0.19692140231341032,0.5,415,
REG_REGION_NOT_LIVE_REGION,0.7624576681180454,0.3252576246486936,0.5,415,
REG_REGION_NOT_WORK_REGION,0.966374269005848,0.20854737097365236,0.5,415,
LIVE_REGION_NOT_WORK_REGION,0.8884580291970803,0.20239441800583954,0.5,415,
REG_CITY_NOT_LIVE_CITY,0.5281021762503243,0.32462806757091117,0.5,415,
REG_CITY_NOT_WORK_CITY,0.6876632241215576,0.22992598185500893,0.5,415,
LIVE_CITY_NOT_WORK_CITY,0.7846140967687929,0.15253076782961225,0.5,415,
OBS_30_CNT_SOCIAL_CIRCLE,0.8466581632653061,0.18463773069036224,0.5,415,
DEF_30_CNT_SOCIAL_CIRCLE,0.6324033284385707,0.23437883189647038,0.5,415,
OBS_60_CNT_SOCIAL_CIRCLE,0.8365432098765431,0.18204406251280073,0.5,415,
DEF_60_CNT_SOCIAL_CIRCLE,0.7638888888888888,0.16511390044887872,0.5,415,
YEARS_LAST_PHONE_CHANGE,0.7362995116657624,0.22091321560497174,0.5,415,
AMT_REQ_CREDIT_BUREAU_HOUR,0.7378410438908659,0.3368255568356375,0.5,415,
AMT_REQ_CREDIT_BUREAU_DAY,0.7389749702026222,0.3632198952879581,0.5,415,
AMT_REQ_CREDIT_BUREAU_WEEK,0.0,0.7421957671957672,0.5,415,
AMT_REQ_CREDIT_BUREAU_MON,0.9344667943805874,0.11048922056384741,0.5,415,
AMT_REQ_CREDIT_BUREAU_QRT,0.8963009579749667,0.14200946112710816,0.5,415,
AMT_REQ_CREDIT_BUREAU_YEAR,0.9349952061361456,0.11965311602347944,0.5,415,
NAME_CONTRACT_TYPE,0.781263429308122,0.12462478687894721,0.5,415,
CODE_GENDER,0.8253968253968255,0.14516742107898015,0.5,415,
FLAG_OWN_CAR,0.7918686957588559,0.09967286719100907,0.5,415,
FLAG_OWN_REALTY,0.9642857142857144,0.05513609912506107,0.5,415,
NAME_TYPE_SUITE,0.6666666666666666,0.6403508771929824,0.5,415,
NAME_INCOME_TYPE,0.7920104211897524,0.17992816875795598,0.5,415,
NAME_EDUCATION_TYPE,0.5,0.3996996996996997,0.5,415,
NAME_FAMILY_STATUS,0.8482643184629939,0.16654038126165135,0.5,415,
NAME_HOUSING_TYPE,0.5,0.4976076555023924,0.5,415,
OCCUPATION_TYPE,0.2727272727272727,0.875,0.5,415,
WEEKDAY_APPR_PROCESS_START,0.7903896103896104,0.14081717740254326,0.5,415,
ORGANIZATION_TYPE,0.0,1.0,0.5,415,
