Feature,DemographicParityRatio,AverageOddsDifference,fs,iteration,participant_id
CNT_CHILDREN,0.8393663074514138,0.12232062636375307,0.5,123,
AMT_INCOME_TOTAL,0.7547371116421987,0.2382447276333004,0.5,123,
AMT_CREDIT,0.7555045462649314,0.25999293923822225,0.5,123,
AMT_ANNUITY,0.7602339181286549,0.24890841916703982,0.5,123,
AMT_GOODS_PRICE,0.7664922199079341,0.3031388286165356,0.5,123,
REGION_POPULATION_RELATIVE,0.8607723577235773,0.15425611599422792,0.5,123,
AGE,0.5263825469304921,0.42272452124147036,0.5,123,
YEARS_EMPLOYED,0.6354009077155824,0.40539112050739956,0.5,123,
YEARS_REGISTRATION,0.8148148148148148,0.11793314455123527,0.5,123,
YEARS_ID_PUBLISH,0.8400255632759066,0.12716747064794606,0.5,123,
FLAG_MOBIL,,,0.5,123,
FLAG_EMP_PHONE,0.8100185271760774,0.19080577860168962,0.5,123,
FLAG_WORK_PHONE,0.940494310357324,0.0481276644988653,0.5,123,
FLAG_CONT_MOBILE,0.7111334002006018,0.3386234817813765,0.5,123,
FLAG_PHONE,0.8900104776264344,0.07415789351929741,0.5,123,
FLAG_EMAIL,0.9616755793226381,0.1305307458498948,0.5,123,
CNT_FAM_MEMBERS,0.8051430641072075,0.181369982547993,0.5,123,
REGION_RATING_CLIENT,0.7018852570188525,0.23388424146286635,0.5,123,
REGION_RATING_CLIENT_W_CITY,0.6796594982078853,0.24168973249677234,0.5,123,
HOUR_APPR_PROCESS_START,0.9042155150910451,0.14933871253976663,0.5,123,
REG_REGION_NOT_LIVE_REGION,0.8883248730964467,0.07603026587151479,0.5,123,
REG_REGION_NOT_WORK_REGION,0.9335180055401663,0.08066796484470462,0.5,123,
LIVE_REGION_NOT_WORK_REGION,0.9084984358706987,0.1291652297859623,0.5,123,
REG_CITY_NOT_LIVE_CITY,0.6219112940100594,0.2448653755314124,0.5,123,
REG_CITY_NOT_WORK_CITY,0.7106581927094747,0.21109738300568487,0.5,123,
LIVE_CITY_NOT_WORK_CITY,0.7827191058279556,0.16007582950361363,0.5,123,
OBS_30_CNT_SOCIAL_CIRCLE,0.968926406926407,0.08446764373936957,0.5,123,
DEF_30_CNT_SOCIAL_CIRCLE,0.7768157768157768,0.15744732026636987,0.5,123,
OBS_60_CNT_SOCIAL_CIRCLE,0.9495440729483283,0.08912307773568962,0.5,123,
DEF_60_CNT_SOCIAL_CIRCLE,0.7821482602118003,0.17019373721211145,0.5,123,
YEARS_LAST_PHONE_CHANGE,0.7749019607843137,0.21557740539780001,0.5,123,
AMT_REQ_CREDIT_BUREAU_HOUR,0.7390272835112692,0.3176963325652842,0.5,123,
AMT_REQ_CREDIT_BUREAU_DAY,0.5,0.2905759162303665,0.5,123,
AMT_REQ_CREDIT_BUREAU_WEEK,0.0,0.6936507936507936,0.5,123,
AMT_REQ_CREDIT_BUREAU_MON,0.797824302134647,0.24596492176797174,0.5,123,
AMT_REQ_CREDIT_BUREAU_QRT,0.8372093023255814,0.1597222222222222,0.5,123,
AMT_REQ_CREDIT_BUREAU_YEAR,0.943815915627996,0.05303030303030304,0.5,123,
NAME_CONTRACT_TYPE,0.8428048545559622,0.10158508494363261,0.5,123,
CODE_GENDER,0.7793490460157126,0.199088244030323,0.5,123,
FLAG_OWN_CAR,0.8656767310124843,0.12232433439356252,0.5,123,
FLAG_OWN_REALTY,0.9898267366078525,0.022456448893271752,0.5,123,
NAME_TYPE_SUITE,0.625,0.5535714285714286,0.5,123,
NAME_INCOME_TYPE,0.7174506166102804,0.2690466448445172,0.5,123,
NAME_EDUCATION_TYPE,0.5588235294117647,0.37510237510237515,0.5,123,
NAME_FAMILY_STATUS,0.6916055127975657,0.23712436430883035,0.5,123,
NAME_HOUSING_TYPE,0.5058823529411766,0.5539772727272727,0.5,123,
OCCUPATION_TYPE,0.3333333333333333,1.0,0.5,123,
WEEKDAY_APPR_PROCESS_START,0.891986531986532,0.16078433761360586,0.5,123,
ORGANIZATION_TYPE,0.0,1.0,0.5,123,
